댓글 작성자,영상 시간,댓글 내용
Tiffany PK,49:03,"@Julie we have to be made aware, living in a bubble is not good for any of us. Me too, I also need to be more conscious."
Jennifer Ruiz,49:04,@Unapologetically Mocha amongst many other situations just purely based on skin tone. and thats the problem with cops if you need to hide your badge youre doing something you know is wrong
Sarojin Abhi,49:09,Amy Cooper is the perfect example of someone knowing their privilege and using it as a weapon
Graciela,49:11,Mandy- yes!
Averia Gaskin,49:13,Raw beauty kristi showed an old white man with a cane being thrown to the ground in Utah
Jessica Barone,49:15,Gin R. soooo so true
Banshee Muse,49:20,Most of you don't understand is this is going to get more deadly and violent. I cannot stress that police and business owners have the right to use dealy force.
ChloeTKMakeup,49:21,Police have also been specifically targeting journalists who are recording
maricella888,49:23,"Jen speak to the Amy Cooper situation and all the other ""Karens"" out there."
cheerynesstv,49:27,yes @Sarojin Abhi
LaShawn W,49:27,@Ameerah yes!
Phyrra Nyx,49:28,"I mentioned this before, without the Stonewall Riots (led by POC), we would have no LGBTQIA rights. People riot when they're left with no other option"
Gin R,49:35,Every white person should listen to the Seeing White podcast by Duke Univeraity. So eyeopening.
JennEwithNoY,49:38,@jenny k I don't feel uncomfortable. I was born this way. I am what I am
Courtacular,49:43,I thought we weren't supposed to be political in the comments
Trish Brennan,49:44,"I am white,. To me, my white privilege means I will be more likely to be given the benefit of the doubt that I am a decent, trustworthy person by society by default. That has meaningful advantages."
manderjack,49:51,I'd like to applaud the guy who was conceal carrying for getting the AR 15 away from that kid too. that could have ended so much worse than it did
Gabriela Rovi,49:53,"I live by a police station and a large public hospital and all I hear now are sirens 24 hrs a day. its scary and the government does nothing to fix it, any of it"
xCaykex,50:03,the problem I'm having with the protests that in Lansing Michigan people were there with guns and they could keep themselves from reacting to them. but yet if they were black... it'd be different
Vivi Crespo,50:04,Who is Amy Cooper? Thanks
Jennifer Ruiz,50:10,@Chris Leeds absolutey.. like we have to prove our blackness or whiteness..its unnecessary... but most of the world is hurting.. so my struggles i deal with.. i invest my energy into advocacy.
Angie B,50:12,@Trish Brennan what an excellent way to put it.
Aisha Khalil,50:14,They are brutal when they use excessive force. And I feel like some officers become jaded over time
Betty Wilder,50:14,"These police issues have always been happening it's just that they're all on film now, thank God"
Julie,50:17,Any Cooper is a perfect example of someone using white
MzzVixen,50:19,"no, I fought against my parents on a lot of things, race, drinking, and many of their other belief's at a young age so I think for me it was easier to have the ability to fight them"
Averia Gaskin,50:21,Banshee cops have the right to mace little white children? That is what my black eyes saw
cheerynesstv,50:25,exactly @xCaykex
Mandy S.,50:28,"Banshee, this is already deadly and violent for black people. That's why people are protesting."
cc84ist,50:31,we do not want Marshall Law
lesley henry,50:32,@Gin R Where can you find that podcast?
Katrina Wilson,50:52,The chat disappeared.
Jennifer Ruiz,50:53,the educational system is a system that is meant to create the cradle to prison pipeline.. its made to institutionalize black and brown youth
Jessica Barone,50:56,"cops are often trained with a system called Warrior Style. look it up guys, it's scary, being trained to believe every citizen that is non the eurocentric norm is so awful"
Bri Steinke,51:02,This has always been an issue between minorities and law enforcement. Social media is making it more visible. We have to stand with the black communities against these injustices.
Joviesmom *,51:03,I joined late. I know this is a heavy topic and I don’t want to take away from it. Have you discussed the Stauffer family adoption situation that has surfaced?
DMG,51:04,if this happened in the uk I might have jumped in to try and push the cop off but I dont think I would have been brave enough to do the same if I was in the US. Btw I am a criminal defence lawyer.
Nikki Crayons,51:04,martial
Julie,51:06,People did throw a fit about seatbelts. I remember that
Robyn Fairchild,51:11,thanks Jen ... This is an important message
sandy5791,51:12,I'm in healthcare...please wear masks. I was the only person wearing one when I went out this weekend.
Erin McManaway,51:17,John Oliver has done a great piece on police militarization and Hasan Minhaj did a piece on the policing system. These guys also cite sources for people do to their own research
Feelin’Froggy,51:19,"I love what you do,; and stand for! Thank you for using your platform to offer a peaceful place to TALK!"
Gin R,51:20,"@Betty Wilder - Exactly. If there was no video, those officers would still be employed. Just shows what actually happens when cameras are not rolling!"
Misha Marx,51:21,I was falsely arrested once and thrown to the ground as a 96lb white female by a huge cop. And I’m white! I can only imagine what they would’ve done to me if I was black. Police brutality abounds.
Banshee Muse,51:27,"@Mandy S, but what if it is your house that gets burned and your job?"
Karina Nielsen,51:40,"We have racism in Denmark, but no where near the calliber in USA. That is SO scary."
Home Team,51:42,but there is no law yet you have to wear a mask it would need to be passed by legislation at this point
Aphreyst,51:44,Vivi Amy cooper is a white woman who was told by a black man to leash her dog and got mad so she called the police and shrieked that she was bring attacked by him while choking her dog viciously
Heather Rubino,51:44,I believe that we as white women possess the authority to influence in our communities to effect change
Annabelle Ng,51:52,"I'm grow up with closed minded parents, I am glad that my mindset turned out different. I'm not from USA, but it is sad that the country is in such a state. it doesn't seem the leader is capable imo"
Sussex Sandra,51:53,@trish Brennan. That is exactly it. Thank you for understanding.
Nikki Crayons,51:57,omg heather
Sharon Pearson,52:01,yes!!! the seatbelt idea!! I hate that wearing a mask has become a partisan issue
MzzVixen,52:03,"I had COVID-19 over a month ago and wear my mask all the time, and haven't seen my adult kids since Feb"
Mandy S.,52:05,"Banshee, the lives and voices of people being killed matter more to me than material possessions."
Jennifer Ruiz,52:05,when i had to leave my house yesterday bc im an essential worker... i saw a group of white teens with a black teen. the black teen had a mask the white teens didnt.. i was like wow blatant privilege.
Angie B,52:05,"And honestly, not a lot of people want to deal with arguing with family."
Kelci Lewis,52:14,I don’t understand how stealing flat screen TVs and other things is protesting that Black Lives Matter? I can’t imagine living in a town that’s literally on fire right now and in pure chaos.
Laura Mac,52:14,What can't we all just live in peace with one another ...We are all the same inside 🖤💔
S E,52:15,"@GingerJeanie in Minneapolis, a photographer from Norway (where I'm from) was with her and they aimed a laser at him"
Emme Juliana,52:21,"The National Guard was mobilized so quickly for the protests, what a shame they weren't activated for humanitarian reasons to test everyone for COVID in February and save thousands of lives"
Jen Fangirl,52:22,"John Oliver did several good pieces, on Police Accountability and militarization ect... very informative"
Liz's Lushous Life,52:25,The young lady who was pushed to the ground ended up having seizures
cc84ist,52:25,most important is that the citizens rights are being infringed on so much more due to this covid situation.
Katie Stevens,52:33,only a fraction of police brutality is caught on film
cryceks,52:35,"I live in NY, but many people are still not wearing masks in stores. I had to go out to pick up a prescription a little while ago, now I'm home with bad symptoms and a pending covid test."
ChloeTKMakeup,52:36,People keep saying these things only happen in america but in it’s not the case. I’m from Scotland and black people are being murdered here too. This is a systemic problem and we have to speak up
Cosmic Slice,52:36,It's so weird that we had this horrible event happen the same day as the historic SpaceX launch
GingerJeanie,52:37,"Thank you, @Sir Eriksson."
Kirsten Arabie,52:38,I'm from South Africa & we've had several cases of Police and Army brutality during this lockdown..except its been Black Officers killing Black Civilians & it seems we only care when race is involved
Ameerah Muhammad,52:39,@Emma Julianna right?
Jessica Barone,52:43,"NatalaiaEnchantix, our country is built on eschewing respect for difference in fueling a need for a melting pot. what we know is safe, what is different is dangerous. puritanical belief systems."
Vivi Crespo,52:46,Oh Thanks Aphreyst. Yes! Terrible woman.
MzzVixen,52:46,and all the bodycam footage that gets lost or damaged
Aisha Khalil,53:00,My fiance died at the neglect of cops while in custody he was columbian
Machteld Sofia,53:01,Racism is everywhere sadly. but I don't think it is in the same scale as in the US
Bri Steinke,53:06,"My heart is broken. Shattered from our country in pieces. Grateful for the peaceful protests here in Pensacola, FL. ❤️"
Monz,53:08,Racism is worldwide!!!!
Cosmic Slice,53:12,yesterday my emotions were everywhere
nodhill,53:15,"I find most people do not understand what Systemic Racism means: injustice system, bias banking systems, educational opportunities, housing policies, access to healthcare..."
cc84ist,53:19,laws and directives are 2 different things
Erin McManaway,53:21,Amy Cooper is the lady who hysterically called the cops claiming an African American man was attacking her when all he did was ask her to follow a rule in a park to have her dog on a leash
Jennifer Ruiz,53:24,@Aisha Khalil omg im so sorry for your loss
Chris Leeds,53:25,"@Jennifer Ruiz advocating is all I feel I can do. I""m not taken seriously in any other way"
Katrina Wilson,53:33,She’s despicable.
Mel Abcd,53:35,How cute🥰
Julie,53:35,Oh yes she did
Jessica Barone,53:36,"Aisha, my heart and my thoughts are with you, I'm so sorry"
Aphreyst,53:36,Vivi indeed!
Pelin Yildir,53:40,"I believe that most people don't think of themselves as racist. but you are right Jen, it goes so much deeper than that. it's institutionalised. Claudia Rankine writes about modern racism really well"
Nikki Crayons,53:43,she weaponized the police
Phyrra Nyx,53:45,"Amy Cooper pitched her voice to sound out of breath, like she was running for her life. she's a vile human"
MzzVixen,53:46,"I'm in Seattle, and my fiancé is in Australia and he is so afraid for me everything I have to go out"
Marisa Irven,53:46,That was disgusting of her. Smh
Angie B,53:46,Deplorable
MelliLynn nnn,53:48,"➡➡➡➡➡please speak on the ""all lives matter"" and why they should STOP SAYING IT!!!◀◀◀◀"
Ameerah Muhammad,53:58,She wanted what happened to George Floyd to happen to him. He could have been killed
Shelbylee,54:01,there are mask rules in some states
JenUnboxed,54:07,The heightened adrenaline that occurs during confrontations is part of the problem---I don't know what kind of de-escalation training officers go through but I wonder if more could help.
Jenn J,54:10,@nikki grace exactly @weaponizing police. Well said!
Paula Kauffman,54:15,That’s when White Privilege and position of power collaborate to silence the injustice that occurs towards POC- ex: Central Park 5.
Averia Gaskin,54:17,Aisha I am sorry for your loss
Talestra,54:19,"she was waving her junk around like she had a big one, I'm a non-violent person typically but if I'd have been there..."
Tiffany PK,54:23,"True, she knew. So it floors me when people do the same and act like they didn’t know. It’s 2020, you know."
Jennifer Ruiz,54:23,@Chris Leeds thats very unfortunate... im blessed to atleast have people who see through my work im not fake or false.. i just let my work do the talking.
Sharron G,54:32,Amy Cooper is white privilege.
Chris Leeds,54:32,"that amy coooper woman is freaking horrible. People are calling her ""karen"" like that is really the screwed up part"
Banshee Muse,54:41,"@Kristen Arabie, exactly because all lives should matter and I that so many people are shot in Chicago every weekend and nobody cares."
saucerjess,54:46,power corrupts
Nikki Crayons,54:47,"i was in a relationship with a black man for many years. we had problems. violence at times. i probably SHOULD have called the cops but no matter how rough shit got, i didnt want him to DIE so i never"
Mel,54:51,What did he do other than to ask her to leash her dog?? Her behavior disgusts me. I hope bringing this to light will make another white persona think again before doing this again!
Katherine Kempton,54:56,We need to use our privilege for good!
Pamela B99,55:02,I hate that we have racist acts but it does not give people free range in cites to burn and take what not what not there... two wrongs don’t make it right
Talestra,55:03,"Human? no ok, she cant sit with us"
Jennifer Ruiz,55:04,"@Chris Leeds ive done work with the naacp, working with nypd antibias training, ive worked with the cpe and immigration lawyers.. ive done antibias training in schools."
Julie,55:05,But she got a lot worse when she was on the phone with 911
Home Team,55:05,she deserves to get fired and suffer the back lash she is getting
Katie Stevens,55:06,@saucerjess there you go
Kathleen Sandoval,55:07,Actually for stores and businesses if they are inforcing the mask then its just like the no shirt no shoe no service plain and simple
Jacqui Dias,55:11,It’s just so hard you have to literally fear for your black child’s life everyday when they just go to school
IndigobluBeauty,55:22,I feel sad that as a black woman I feel like I need to have a gun myself for protection
Shelbylee,55:27,"That Amy Cooper situation was absolutely disgusting. She's watched the news, she knew what could happen by saying what she did in the voice she did."
Tiffany PK,55:33,"@saucerjess absolute power, corrupts absolutely, right?"
Chris Leeds,55:34,@Jennifer Ruiz I think it is partly because of my name. My last name is as white as it gets.
Nikki Crayons,55:36,all lives matter =all the houses are not on fire.
Mayra L,55:38,It minimizes the experience that’s why.
Ameerah Muhammad,55:48,@Chris Leeds being called Karen is NOT the worst of it. The worst of it is that she could have gotten him killed. Karen isn’t a slur and people need to stop painting it as such.
Talestra,55:50,"Every life matters, but our black and brown friends need the support. Who doesn't get that?"
Jenn J,55:52,He was smart to film it
Marisa Irven,55:57,@jacqui Dias yes! I one should fear their child’s life when they leave the house
Katherine Kempton,55:58,Yess^
Jessica Barone,56:01,Nikki Grace YES
Tracie 3,56:24,All lives do matter but black lives seem to be more disregarded then white..
Isabel,56:25,The governor of NY made it optional for stores to enforce a ‘must wear mask’ policy.
AD,56:26,"It's the same thing if you speak about female discrimination and people start to scream WHAT ABOUT MEN, WHAT ABOUT THIS AND THAT"
Chris Leeds,56:43,@Ameerah Muhammad I know... I've seen it all over YouTube and it pisses me off
Monz,56:54,It’s about the equality for poc
Teri Birrell,56:58,"What I don’t understand is how that cop had EIGHTEEN complaints against him, including what 4?! deaths and two letters of reprimand and he was STILL working?!? How??"
Julie,56:58,"Here is the thing, The situation is horrible. But this is absolutely bringing attention and awareness to people who need to hear it. Who have to understand."
IndigobluBeauty,56:59,At this point I’m not explaining Black lives matter...everyone should know this 🙄
Jennifer Ruiz,57:03,@Chris Leeds assume im white.. people here even questioned my ethnicity and if im a poc.. its straight ignorance.. if that mattered to me i wouldve been in a grave from stress.. i dont have to prove
MzzVixen,57:04,"so the cop's wife is now divorcing him, because of what he did, I wonder how those type of police would change if every night their mom, dad, spouse and kids watched their bodycam each night,"
Marisa Irven,57:05,Wow I love how she explained that!
MelliLynn nnn,57:12,PERFECTLY SAID!!!
Julie,57:18,excellent!
Jackie C,57:20,That was very well said.
Gen Giovannone,57:27,yes! so true
Katie Stevens,57:27,Aisha sorry for your loss
Nancy Howell,57:31,Does anyone remember a couple years ago when police were called over complaints of picnicking while black? The women who called the cops were flat out crazy!
Jennifer Giaramita,57:34,"We've forgotten in this country that we are the employers of police and government. They work for us, not the other way around. Its time to start reminding them of that."
Chris Leeds,57:36,Blue Lives matter movement is the worst
Bri Steinke,57:37,"Exactly. I’ve had to explain it so many times, I’m so glad you’re bringing this up, Jen! 🙌🏼"
Mary Murphy,57:40,Aisha Im so sorry
Ameerah Muhammad,57:43,@Teri Birrell because cops protect their own and that’s EXACTLY the problem.
Jennifer Ruiz,57:44,@Chris Leeds that to anyone. even if people believe i owe them that.. i dont.. i know who i am.. period.
Jennifer Gould,57:48,Arianna Grande copied that in text form on her IG
Banshee Muse,57:53,"To all the people that hate the Police, what are tou going to do when you are attacked? you are not going to call Ghostbusters"
Eliane A,57:55,All lives don’t matter UNTIL black lives matter
Mandy S.,57:55,"If your reaction to someone else's struggle is to think of how you shout about your struggle even louder to drown them out, you need to evaluate your empathy levels."
Aphreyst,57:56,Aisha that is horrible I'm so sorry that happened 😞
Gin R,58:14,"oh Aisha, I am so sorry about your loss and situation. :("
Angie B,58:17,@Banshee Muse
MelliLynn nnn,58:24,@chrisleeds I AGREE!!!
Tiffany Sollog,58:27,Jen... you and Smokey Glow.... champions of injustice in the beauty sphere.
Jessica Barone,58:32,White people scream all lives matter when they are confronting their privilege. That is white fragility. They feel oppressed (🙄) and need a battle cry (🤬)
cc84ist,58:38,too much stuff going on in a matter of days
JennEwithNoY,58:41,the cop that was arrested doesn't even look like the cop in the video!!!
Sarojin Abhi,58:47,"I've seen one person on my social media publicly embrace BLM and apologize for arguing about it in the past, sadly I think he's the only person I know who will change their mind."
Averia Gaskin,58:48,Banshee I am calling Jesus
Kathleen Sandoval,58:49,For the indegenous it is all lives matter because our race is going extinct
dioneculbert,58:51,I'm a black woman and I want my 12yr old son to walk down in my predominantly white neighborhood and not be stopped and asked...what ur doing...
JenUnboxed,58:52,"It's not about refuting that all lives matter, it's about reminding a world (that has clearly ""forgotten"" it) that black lives are among those that matter."
Nikki Crayons,58:52,#whenyousayweriseistand
Sea Jay,58:55,"the song ""I'm not racist"" by Joyner Lucas is so accurate"
Angel Maden,58:58,All lives will matter WHEN black lives matter.
Mr Pac-Man,59:02,"I think that police brutality is a problem, not just police brutality against darker people."
Monz,59:03,That’s what I did - I reached out to my black friend to ask what I can do
Heather Rubino,59:03,disagree
Ameerah Muhammad,59:07,@Banshee Muse your comment reeks of privilege. Because black people dont call the police. We have been TRAINED to not do so because we dont trust them.
Mandy S.,59:07,"banshee, the point is that if black people in this country don't feel like the police are there to protect them then something in the police system needs to change."
PenniePlatinum,59:11,Mayra L - thank you for pointing that out.
Mayra L,59:18,Very well said @JenUnboxed
Erin McManaway,59:18,Also fighting for black people and those who are discriminated against the most tends to filter up and end up creating a better environment for all people of color.
Tiffany PK,59:19,"@mzzVixen yeah, I wonder how much of it is hidden and then they get to unleash it on some unsuspecting person."
Marti Hurford,59:25,Mandy S. Perfectly said. 👍🏻
Talestra,59:29,"Sometimes we do though. Sometimes we have to say ""what are you doing? you don't treat people like that!"""
Karen Smith,59:33,@Banshee Muse no one hates police. We hate that problematic police officers are not being corrected.
Eliza Moeller,59:34,"As white women, it's easy to condemn Amy Cooper, but can we also see ourselves in her? When and where do we as white women act like we own space? If we can see that, we can be better allies."
Unapologetically Mocha,59:38,Need is the right word. No group has ever achieved any level of equality without allies.
Nikki Crayons,59:38,"when you say we rise, i stand."
Mel,59:42,I love you Jen for talking about this issue. We all need to use our voice to speak up and get uncomfortable!
Angie Rice,59:44,blue lives matter is ridiculous. they weren't born cops.
Katherine Kempton,59:46,"We don't hate police, we hate the militaristic culture of policing."
Mandy S.,59:49,just because i'm white and i could call them to protect me doesn't mean i get to turn a blind eye toward the fact that people of color can't count on the same. it's a broken system either way.
Phyrra Nyx,59:50,Until the 'good police' stand up and turn in the 'bad police' there are no good police.
Lori Hikiji,59:51,Absolutely Jen! Judging people as a group is wrong.
Heather Rubino,59:53,We have to use our voice...
Chris Leeds,59:55,@Jennifer Ruiz agreed. We are who we are. we can't help our color. our voices are valid. In some ways... living the life of both gives a prospective that most dont understand. privilege on the outside
sketching by aarav,59:55,hello i am an Indian
nodhill,1:00:00,"I don’t want to see stores looted or even buildings burn. We have been living in a burning building for many years, choking on the smoke as the flames burn closer and closer.-Kareem Abdul-Jabbar"
lequita hicks,1:00:02,"Not stand behind, stand along side, arm in arm."
Machteld Sofia,1:00:12,@Phyrra praise 👏
Ms Dill Pickle,1:00:13,But the US is so polarized at the moment it is hard to get everyone to stand up in solidarity
cc84ist,1:00:19,the world is going to Sh***
Marisa Irven,1:00:20,POC just know cops won’t always help. Sometimes it is what it is and that’s the injustice that’s being protested.
Heather Rubino,1:00:21,as White women! we can't wait anymore to speak out against this. we need to stand with our sisters and brothers... not behind them
Julie,1:00:23,But is disproportionately people of color who are getting brutalized by cops
Bridget White,1:00:31,I am so inspired to see that we are not standing for the injustice and are doing something about it.
Chris Leeds,1:00:32,@Jennifer Gould That broke my heart
Nikki Crayons,1:00:36,@jennifer. i agree. i feel like someone should have risked the mace.
murtaza Gungor,1:00:43,hi
serenity6831,1:00:44,"let's not all lives matter this yet again 🙄, right now, we're discussing BLM"
Jennifer Ruiz,1:00:45,@Chris Leeds i completely understand your sentiment.. but its sad not many others do
Mayra L,1:00:45,Police brutality and arrest is VASTLY disproportionate agains my black and brown people. That’s statistic.
Mandy S.,1:00:46,"i saw a post the other day that says if you have 10 bad cops and 1000 good cops that don't speak up about the bad ones, then you have 1010 bad cops."
MzzVixen,1:00:51,"I don't think we should look at it as ""their"" struggle, because as we are seeing now, it effects ALL of us, this country is our environment and even if we have never been effected personally, it does"
Becca 🥰 Heredia,1:00:53,good morning
Jennifer Gould,1:00:53,@Heather Rubino well said
She_wears_ Dip,1:01:02,whilst all lives do matter in general. this time right now is for black people. to say all lives matter means that black lives matter too which we know isn't true
sketching by aarav,1:01:02,can you answer me please
Erin McManaway,1:01:03,If you have 10 cops who are bad and 1000 cops who ignore the behavior of those bad cops. You have 1010 bad cops
Heidi Hackbarth,1:01:03,I really liked that! which Twitter account is that Jen?
Teri Birrell,1:01:05,"Like someone said, if there are 10 bad cops and 1000 good cops protect them, there are 1010 bad cops."
Tiffany PK,1:01:15,"I don’t hate the police at all, but I don’t trust them either."
Chris Leeds,1:01:18,@Jennifer Ruiz the nature of the beast
jg heart,1:01:21,"I read that the wife of the officer who had his knee on Mr. Floyd's neck, she has filed for divorce."
Laura Mac,1:01:32,Do you think it will ever be fixed 😥
Karen Smith,1:01:33,People talking about the problem with the police is not hating the police. Problems will not be fixed till the it is recognized by everyone.
Joanna Rivera,1:01:36,@Aisha Khalil sorry for your loss
Monz,1:01:37,It is THEIR struggle though Mzzvixen
Marisa Irven,1:01:37,💯 cops can’t be trusted
Angie B,1:01:43,Sometimes cops won't even show up to black neighborhoods
Nikki Crayons,1:01:44,i wont call the police on a black person. that could make me a murderer.
Machteld Sofia,1:01:47,I am truly sorry for your student
Jennifer Gould,1:01:52,@Chris Leeds I just wish that the world could see how our hearts are broken.
Mayra L,1:01:54,Oh my heart.
Adilya E,1:01:58,Life of privilege explained and $100 raise is a YouTube video that I used to explain this to my teenage son. I think it breaks it down in such a wonderfully understandable way. Try it out!
Karina Nielsen,1:02:00,I feel that in Denmark the police mostly are helpful and trustworthy. Is that not the
Chris Leeds,1:02:02,@jg heart I really hope that is true. I really really do
Unfiltered Fifties,1:02:06,it is horrible when someone misuses their authority -
Tracie 3,1:02:08,"My husband (who’s white) was pulled over for speeding and was told to get out of his car, hands up, etc by gun point for no reason.. They said because he was Big (he’s a weight lifter).."
Miranda Stephens,1:02:20,i am so sorry! that's horrible!!
Paula Blue,1:02:23,😪😔 that is awful. I'm sorry to his family
Angie B,1:02:25,"I'm so sorry Jen, I'm a teacher and I can't even imagine losing a student."
EnchantedWings,1:02:26,😭 poor student. that's heartbreaking.
Julie,1:02:35,I’m so sorry Jen!
Sarojin Abhi,1:02:35,Awww Jen 😢
Miranda Stephens,1:02:40,dont feel guilty Jen!
Nikki Crayons,1:02:40,thank you for sharing.
Betty Wilder,1:02:41,"Oh God, Jen"
Phyrra Nyx,1:02:42,I'm so sorry Jen
Marisa Irven,1:02:42,💔 I’m so sorry Jen that’s just awful! It’s not ur fault at all .
Brendalee Lydon,1:02:43,we've gone from having Peace Officer to a military-style police state
Mayra L,1:02:44,Oh Jen.
Julie Lute,1:02:47,Oh Jen
Erin McManaway,1:02:47,❤️❤️❤️❤️
IndigobluBeauty,1:02:47,But when brutality happens to a black person it’s not prosecuted. InMinnesota Philando Castile’s murder got away with it where as the Somali cop that shot a white woman was sent to prison for 12.5 yrs
Maria D,1:02:47,Oh my goodness. How heartbreaking. 😔
Angie Rice,1:02:48,I'm so sry jen
MelliLynn nnn,1:02:50,😢😢😢😢
sandy5791,1:02:50,"*big hugs*, Jen."
JenUnboxed,1:02:51,You taught him correctly. The police office failed him. You did not.
Sherry Goudie,1:02:54,Oh gosh Jen. I’m so sorry ❤️
kristaleighplans,1:02:55,"oh Jen, I'm so sorry."
Teresa Niswander,1:02:55,That is absolutely horrible what happened to your former student. My heart is breaking for all who have had to go through it.
MyTwins08,1:02:56,😢😞
Tiffany Sollog,1:02:56,Awww... Jen..... my heart breaks for you.
thatsprettymuchitox,1:02:56,Oh I’m so sorry Jen
Chris Leeds,1:02:56,@Jennifer Gould admittedly it must have been terrifying to be in that situation. As heartbreaking as it was.... we don't know their situation
Renee Revolinski,1:02:57,"@jg heart, so she can keep assets. If there is a civil suit, the family will lose their assets"
Trish Brennan,1:02:57,"@jg heart I heard that too. Unfortunately, there's a statistically high rate of domestic violence in law enforcement. Would not be surprising if he was violent at home too."
Marti Hurford,1:02:57,"Oh Jen, I’m so very sorry. ♥️"
Mary Dixon,1:02:57,Sorry Jen.
Monika luvs beauty420,1:02:58,"aw Jen, no, please..."
Jennifer Gould,1:02:58,"Jen, you did the right thing. that isn't your fault"
Aisha Khalil,1:02:58,Thank you guys for your condolences I appreciate that
Tiffany PK,1:02:59,It was definitely not your fault.
Sammy Sweet,1:03:04,As man Jen that’s horrible
Angeline,1:03:04,Its not your fault
Elizabeth Guillot,1:03:05,"Oh, Jen. I'm so sorry. It shouldn't be the case that black people need to fear the police."
Tracie 3,1:03:05,I’M SO SORRY! That’s not your fault!
MARKY MARK,1:03:06,Oh Jen 😔 your heart is there. Your heart was in the right place and that’s what matters
Miranda Stephens,1:03:07,that's heartbreaking! but its not your fault Jen!
Home Team,1:03:07,the police failed NOT you
Sharron G,1:03:08,Talk about the student
Maggie Sugar,1:03:08,jen ❤
Angeline,1:03:09,jen
25cookiemonster,1:03:10,I am so sorry
Angie B,1:03:10,"Thank you for sharing, Jen. We love you ❤"
Nancy Howell,1:03:10,My son has some cop friends who told him the vast majority are horrified and disgusted with the behavior of the Minneapolis police.
Katherine Kempton,1:03:11,"I'm so sorry, Jen."
Aubrey Atchinson,1:03:14,Jesus Jen. This is not your fault. That is the fault of the police.
Monz,1:03:15,Jen Luvs Reviews ❤️❤️❤️❤️❤️ I’m so sorry.
tonkacat,1:03:15,ne er feel guilty about that Jen. you didn't know that woudl happen.
misssssshell,1:03:17,*hugs*
Sussex Sandra,1:03:20,Jen. Please don’t beat yourself up. The police failed to serve and protect.
Angeline,1:03:21,Its. Not.Your.Faul5t
Chris Leeds,1:03:21,@Jen Luvs Reviews I'm so sorry. ❤ so so sorry sending love
Julie,1:03:22,❤️🙏
Aphreyst,1:03:22,💔
emysupernova,1:03:25,💜
Teri Birrell,1:03:26,"That isn’t on you, Jen. It’s sad and awful, but that’s on the corrupt cops."
nodhill,1:03:28,Wow. How painful for everyone.
Jessica Barone,1:03:28,"my god jen, I'm so sorry, and thank you, because it helps me reflect on my pedagogical practices. jesus. such a side bar issues but one I need to unpack."
Lisa Aburumman,1:03:29,"Thank you for sharing that, Jen"
Vivi Crespo,1:03:36,❤️😢
She_wears_ Dip,1:03:38,that's so heartbreaking 💔
Kelley Mosiman,1:03:39,That is literally heart breaking 💔 I agree the police failed not you
Emily Ann,1:03:41,❤
Krissie is trash,1:03:41,"I'm crying right now, please don't blame yourself"
Jennifer Gould,1:03:42,"@Chris Leeds exactly, but I'd like to think I'd at least speak up"
IndigobluBeauty,1:03:45,Exactly. Was the cop prosecuted?
Mel,1:03:47,Jen... I’m so sorry! This is heart breaking!
Banshee Muse,1:03:47,"@Ameerah Muhammad, you think I am white, but I am Mexican. And I am a supporter of the 2 Ammendment and I can take care of myself."
Unfiltered Fifties,1:03:51,oh my goodness ....
T Wrendy,1:03:51,🙏🏾
MzzVixen,1:03:52,"@Monz but it's my struggle too, I have been in a house were crosses were set on fire in the yard, so I might be white, but it has effected me... I was 8 when that happened..."
Paula Blue,1:03:53,thank you for sharing.
Karina Nielsen,1:03:54,Is the police not trustworthy in the US?
Katie Stevens,1:03:55,thank you for the story
Dark Angel,1:03:56,"That breaks my heart, Jen. That is NOT your fault! Do not feel guilty. The system failed him."
Miranda Stephens,1:03:58,its not your fault Jen dont blame yourself
Machteld Sofia,1:03:58,it's heartbreaking 😭
Teresa Maldonado,1:03:59,"As everyone says, not your fault. We love you Jen. I know most of us are crying with you. Hugs."
Unapologetically Mocha,1:04:00,"Look, we’re supposed to be able to call them. The tragedy isn’t that you taught him that, the fact that they failed him is."
Mayra L,1:04:02,Thank you for this Jen.
sandy5791,1:04:02,Sending you so much love.
Tiffany Sollog,1:04:07,WE LOVE YOU JEN!!!
